outreach_rank,priority,total_score,company_name,company_domain,company_website,company_linkedin_url,founder_name,founder_first_name,founder_last_name,founder_current_title,founder_linkedin_url,founder_location,company_hq,us_based_status,employee_count,employee_range,estimated_revenue,total_funding,company_status,business_model,b2b_saas_evidence,affordability_evidence,founder_market_authority,founder_content_activity,content_gap,status_quo_need,buying_trigger,personalized_outreach_angle,qualification_reason,disqualification_risks,verification_status,last_verified_date,primary_evidence_url,additional_evidence_urls,research_notes
61,B,72,Treasury4,treasury4.com,https://treasury4.com,https://www.linkedin.com/company/treasury4,Nathan Brown,Nathan,Brown,Co-Founder & Chief Analytics Officer,unverified,"Spokane, WA","Spokane, WA, United States",US-based (High confidence),41 (Jun 2026),11-50,1M-5M (vendor estimate),$25.98M,active,Confirmed B2B SaaS,"High confidence: Confirmed B2B SaaS. Cloud treasury data and analytics platform for corporate treasury operations - entity, cash, debt and investment data management.",Confirmed: $25.98M raised including a $20M Series A led by WestCap; corporate treasury departments on enterprise contracts,unverified,Unknown,unverified,Analytics-side view of what corporate cash data actually reveals - a data-led angle distinct from the CEO's category argument.,$20M Series A led by WestCap (2023-09-12),Nathan sees what corporate cash data actually shows across clients. A data-led read on liquidity behaviour is a different lane from the CEO's category pitch and is genuinely scarce.,"TAM: Confirmed; Financial operations (corporate treasury management) sold to Corporate treasury and finance teams. Size: 11-50 (confidence High). HQ: Spokane, WA, United States (High). Ability to pay: Confirmed. Buyer: Co-Founder & Chief Analytics Officer, Co-founder, operational.","founder LinkedIn URL not captured; LinkedIn posting activity could not be inspected from the research environment, so content-gap fields are inference not observation",research confidence High; LinkedIn activity unverified; founder profile URL unverified,2026-09-14,https://www.businesswire.com/news/home/20230912157405/en/Treasury4-Raises-%2420-Million-in-Series-A-Funding-Led-by-WestCap,https://www.treasury4.com/company/about-treasury4/ | https://tracxn.com/d/companies/treasury4/__UBpH12QCrui4E5W9lsUq4o0zwlPW2ywtr3nPAk3XNMM | https://www.linkedin.com/pulse/treasury4-story-treasury4,"41 employees, three founders all in operating roles, $20M Series A from WestCap, and a Spokane rather than coastal base. Notably the company already publishes 'The Treasury4 Story' as a multi-part series including on LinkedIn, so appetite for narrative content is proven - it is just company-voiced rather than founder-voiced."
62,B,72,Visible.vc,visible.vc,https://visible.vc,https://www.linkedin.com/company/visible-vc,Mike Preuss,Mike,Preuss,Co-Founder & CEO,unverified,"Chicago, IL","Chicago, IL, United States",US-based (Medium confidence),small distributed team across ten cities and three continents; dataset 11-50,11-50,1M-5M (vendor estimate),Capital-efficient - grew 80% in a year without burning capital,active,Confirmed B2B SaaS,"High confidence: Confirmed B2B SaaS. Stakeholder management and reporting platform: investor updates, fundraising pipelines, data rooms and metric tracking for startups, plus portfolio monitoring for VCs.","Probable: 2,000+ paying businesses, documented 80% growth in one year without burning capital, established product since 2014","Investor relations, startup fundraising, VC portfolio monitoring, capital-efficient SaaS growth",Unknown - LinkedIn not inspectable,"Likely ideal - sits on both sides of the founder/investor relationship but the public voice is the product's, not his","Visible sees investor updates from 2,000+ startups and portfolio monitoring from the fund side simultaneously. That is a rare two-sided view of what actually gets founders funded. Combined with running a Chicago company that grew 80% without burning capital, there are two distinct, contrarian positions available: what good investor communication looks like, and why capital efficiency beats the coastal playbook.",Documented 80% year-on-year growth achieved without burning capital,"Visible has the template library every founder uses for investor updates, and Mike sees which updates actually precede a raise - from both sides of the table. That is a genuinely scarce read on fundraising, and it currently exists as product templates rather than as his own argument.","TAM: Confirmed; Vertical SaaS / fintech software (investor reporting) sold to Startup founders and VC funds - portfolio monitoring and investor reporting. Size: 11-50 (confidence Low). HQ: Chicago, IL, United States (Medium). Ability to pay: Probable. Buyer: Co-Founder & CEO, Founder-CEO, operational.","penalties applied: employee count low confidence (-10); employee count not independently verified; founder LinkedIn URL not captured; LinkedIn posting activity could not be inspected from the research environment, so content-gap fields are inference not observation",research confidence Medium; LinkedIn activity unverified; founder profile URL unverified,2026-09-14,https://visible.vc/about/,https://pipe.com/resources/articles/visible-saas-case-study | https://visible.vc/,"Founded 2014 in Chicago by Mike Preuss, who remains co-founder and CEO. Team is distributed across ten cities and three continents, so the Chicago HQ is the registered base rather than a single office - recorded as Medium confidence. Headcount could not be verified beyond the dataset band."
63,B,72,Zuub,zuub.com,https://zuub.com,https://www.linkedin.com/company/zuub,Robert Kim,Robert,Kim,Co-Founder & Chief Business Officer,unverified,"Santa Monica, CA","Santa Monica, CA, United States",US-based (High confidence),33,11-50,"$1.5M (2023, GetLatka)",$9M+,active,Confirmed B2B SaaS,"High confidence: Confirmed B2B SaaS. AI-powered dental revenue cycle automation: real-time insurance verification, eligibility and benefits data, treatment planning and billing.",Confirmed: $9M Series A in mid-2024 plus an active product sold to DSOs; funding of this size with an operating product clears the affordability bar independently of revenue,unverified,Unknown,unverified,Commercial co-founder selling into dental groups - a buyer-facing voice on how DSO purchasing actually works.,$9M Series A led by Vertical Venture Partners (2024-06),"Robert runs the commercial side into DSOs, so he sees how dental groups actually buy. That sales-motion insight is the most directly useful content for the category and nobody publishes it.","TAM: Confirmed; Healthcare software / vertical SaaS (dental RCM) sold to Dental practices and Dental Service Organizations (DSOs). Size: 11-50 (confidence High). HQ: Santa Monica, CA, United States (High). Ability to pay: Confirmed. Buyer: Co-Founder & Chief Business Officer, Co-founder, operational.","founder LinkedIn URL not captured; LinkedIn posting activity could not be inspected from the research environment, so content-gap fields are inference not observation",research confidence Medium; LinkedIn activity unverified; founder profile URL unverified,2026-09-14,https://www.citybiz.co/article/571479/zuub-raises-9m-series-a/,https://getlatka.com/companies/zuub | https://www.zoominfo.com/c/zuub/474138449,"33 employees, founded 2017, four co-founders still in operating roles, and a recent Series A. Revenue estimate of $1.5M (2023) sits below the preferred band but the $9M round plus an operating product satisfies the brief's funding-based affordability test, so no revenue penalty is applied."
64,B,71,Assembly,copilot.app,https://copilot.app,https://www.linkedin.com/company/assemblycom,Neil Raina,Neil,Raina,Co-Founder,unverified,"New York, NY","New York, NY, United States",US-based (High confidence),11-50 band reported,11-50,1M-5M (vendor estimate),$13M to date,active,Confirmed B2B SaaS,"High confidence: Confirmed B2B SaaS. Platform for service businesses to give clients a unified, branded client portal covering messaging, files, billing and apps.",Confirmed: $13M raised with a $100M post-money valuation; hundreds of tech-enabled service businesses on recurring platform subscriptions,unverified,Unknown,unverified,Building-side perspective on a platform that has to feel like the customer's own brand - a product and design problem with real opinions attached.,Apple Developer spotlight feature,"Neil's lane is the product problem Copilot actually solves: making a platform disappear into someone else's brand. White-labelling done properly is a design argument, not a feature list.","TAM: Confirmed; Workflow automation / customer-success software (client portals) sold to Tech-enabled service businesses in technology, marketing and financial services. Size: 11-50 (confidence Medium). HQ: New York, NY, United States (High). Ability to pay: Confirmed. Buyer: Co-Founder, Co-founder, operational.","founder LinkedIn URL not captured; LinkedIn posting activity could not be inspected from the research environment, so content-gap fields are inference not observation",research confidence Medium; LinkedIn activity unverified; founder profile URL unverified,2026-09-14,https://techcrunch.com/2023/01/19/copilot-lands-10m-to-help-service-businesses-build-digital-customer-experiences,https://tracxn.com/d/companies/copilot/__aj6HvPQbYLhnYTElhvfu93o9Er78XZd_alVI0D7Zt9g | https://developer.apple.com/news/?id=m1mmw99d,"SOURCE NAME/DOMAIN MISMATCH: the dataset row pairs the company name 'Assembly' with the domain copilot.app. Research is pinned to the domain, which the audit established as the reliable identity key, and copilot.app resolves to Marlon Misra and Neil Raina's client-portal company. A separate, unrelated employee-recognition company also trades as Assembly at joinassembly.com (Los Angeles, founded 2017 by Saravana Vijay Kumar and Jonathan Fields, $5.67M raised); it is not this row and may appear elsewhere in the queue under its own domain. Co-founded in early 2020 by Marlon Misra (CEO) and Neil Raina; New York; 11-50 employees; $13M raised with YC Continuity and Lachy Groom backing at a $100M post-money valuation. Identity note: search results also surfaced an unrelated 'CoPilot AI' and Microsoft's Copilot, so the record here is pinned to copilot.app and the TechCrunch coverage of the service-business client-portal product."
65,B,71,Valer,valer.health,https://valer.health,https://www.linkedin.com/company/valer-health,Marty Staszak,Marty,Staszak,Co-Founder & CTO,unverified,"Huntington Beach, CA","Huntington Beach, CA, United States",US-based (High confidence),24 (Apr 2026),11-50,1M-5M (vendor estimate),Bootstrapped - no funding rounds raised,active,Confirmed B2B SaaS,"High confidence: Confirmed B2B SaaS. Prior authorization and referral management platform automating submissions, status checking, verification, reporting and EHR synchronisation across settings, specialties and payers.",Probable: Bootstrapped and operating since 2012 with health-system customers on recurring contracts; sustained 13-year operation without outside capital indicates real revenue,unverified,Unknown,unverified,Technical co-founder view on EHR synchronisation and payer integration - the least glamorous and most valuable engineering problem in healthcare software.,Rebranded from Voluware to Valer (2024-01-16),"Marty has spent thirteen years on payer integration and EHR synchronisation, the unglamorous plumbing every healthtech pitch glosses over. Engineers building in healthcare actively look for that and almost nobody senior writes it.","TAM: Confirmed; Healthcare software / compliance technology (prior authorization) sold to Health systems, hospitals and specialty practices across all payers and settings. Size: 11-50 (confidence High). HQ: Huntington Beach, CA, United States (High). Ability to pay: Probable. Buyer: Co-Founder & CTO, Co-founder, operational.","founder LinkedIn URL not captured; LinkedIn posting activity could not be inspected from the research environment, so content-gap fields are inference not observation",research confidence High; LinkedIn activity unverified; founder profile URL unverified,2026-09-14,https://valer.health/leadership/dr-steve-kim/,https://www.businesswire.com/news/home/20240116934528/en/Prior-Authorization-Leader-Voluware-Unveils-New-Company-Brand-Valer | https://tracxn.com/d/companies/valer/__q7_65gBBtIDVM9zIDiywH6pcX2eLG8guGMIt7OS5f5s | https://valer.health/about-us/,"24 employees, both founders still in post, operating since 2012 entirely bootstrapped, and a category-repositioning rebrand from Voluware to Valer in January 2024. Prior authorization is under active regulatory reform in the US, which makes the timing strong. Bootstrapped status here is a positive buying signal: no investor communications machine, and discretionary spend funded by revenue."
66,B,70,KORIO,korioclinical.com,https://korioclinical.com,https://www.linkedin.com/company/korio-inc,Chuck Harris,Chuck,Harris,Co-Founder,unverified,United States,"Doylestown, PA, United States",US-based (High confidence),36 (Jun 2026),11-50,5M-10M (vendor estimate),$12.3M across 2 rounds,active,Confirmed B2B SaaS,"High confidence: Confirmed B2B SaaS. Compliance-centric Randomization and Trial Supply Management (RTSM/IRT) platform for every phase of clinical trials, built platform-first to fix the quality and scalability problems of legacy IRT.","Confirmed: $12.3M raised across seed and Series A; pharma and CRO sponsors on per-trial RTSM contracts, which carry high six-figure values",unverified,Unknown,unverified,Build-side view of designing an RTSM platform for regulatory compliance from the ground up rather than retrofitting it - a technical argument with direct regulatory stakes.,Series A led by BIP Ventures to accelerate RTSM platform growth (2024-09),"Chuck's lane is designing for regulatory compliance from scratch rather than bolting it on afterwards - a technical argument with real audit consequences, and distinct from the CEO's category critique.","TAM: Confirmed; Healthcare software / compliance technology (clinical trial RTSM) sold to Pharmaceutical sponsors and CROs running clinical trials. Size: 11-50 (confidence High). HQ: Doylestown, PA, United States (High). Ability to pay: Confirmed. Buyer: Co-Founder, Co-founder.","founder's current operational role not confirmed; founder LinkedIn URL not captured; LinkedIn posting activity could not be inspected from the research environment, so content-gap fields are inference not observation",research confidence High; LinkedIn activity unverified; founder profile URL unverified,2026-09-14,https://www.korioclinical.com/korio-secures-series-a-funding-to-accelerate-growth-of-innovative-randomization-trial-supply-management-rtsm-platform/,https://www.finsmes.com/2023/10/korio-secures-6-8m-in-funding.html | https://tracxn.com/d/companies/korio/__S1doKRs_hb_suMwPmWYrWuYgAF2B0cb-RwYp5fGVUC0 | https://www.clinicalleader.com/doc/why-korio-took-a-platform-first-approach-to-clinical-trial-rtsm-0001 | https://www.prnewswire.com/news-releases/korio-to-launch-irt-industrys-first-compliance-centric-platform-301627503.html,"Current operational role not confirmed. || First company out of the strict queue and it validates the filter. 36 employees, founder-CEO in post, $12.3M raised including a recent Series A, Doylestown PA. The founder profile is unusually strong for this service: Ryan Keane spent ten years at Endpoint Clinical - the incumbent RTSM vendor - rising to Chief Commercial Officer, then left to build the challenger. A founder who ran the incumbent's commercial organisation and then argues publicly about what that category got wrong has standing no competitor can buy."
67,B,70,Repool,repool.com,https://repool.com,https://www.linkedin.com/company/repool,Justin Carrao,Justin,Carrao,Co-Founder & CTO,unverified,United States,"San Francisco, CA, United States",US-based (Medium confidence),dataset 15; expanded with senior hires from Northern Trust and State Street,11-50,5M-10M (vendor estimate),$3.7M+ seed,active,Confirmed B2B SaaS,"High confidence: Confirmed B2B SaaS. Hedge fund launch and administration platform - 'fund-in-a-box' formation plus ongoing fund administration, taking on incumbent fund administrators.","Probable: YC S21 with a $3.7M seed from Canaan, Matrix and Global Founders Capital; fund administration carries recurring per-fund fees and the company has hired senior fund-admin leadership",unverified,Unknown,unverified,"Engineering view of automating fund administration - reconciliation, NAV and investor accounting - work incumbents still do largely by hand.","Hired leadership with 30+ years of fund administration experience from Northern Trust and State Street, and launched an industry-first platform (2024)",Justin is automating fund accounting and NAV work that incumbents still do by hand. That engineering story has an audience in fintech and almost no one telling it.,"TAM: Confirmed; Fintech software / vertical SaaS (hedge fund administration) sold to Emerging hedge fund managers and existing investment firms launching and administering funds. Size: 11-50 (confidence Low). HQ: San Francisco, CA, United States (Medium). Ability to pay: Probable. Buyer: Co-Founder & CTO, Co-founder, operational.","penalties applied: employee count unverified (-10); dual-site SF and NY (-5); employee count not independently verified; founder LinkedIn URL not captured; LinkedIn posting activity could not be inspected from the research environment, so content-gap fields are inference not observation",research confidence Medium; LinkedIn activity unverified; founder profile URL unverified,2026-09-14,https://www.linkedin.com/in/kevinfu93/,https://www.prnewswire.com/news-releases/repool-takes-on-incumbent-fund-administrators-with-seasoned-hires-and-industry-first-platform-302214397.html | https://www.workatastartup.com/companies/repool | https://borninsiliconvalley.podbean.com/e/modernizing-hedge-funds-a-conversation-with-kevin-fu-of-repool-1719250227/,"Y Combinator S21, founded 2021, offices in San Francisco and New York so the primary site is recorded at Medium confidence. Headcount not established publicly. Founder LinkedIn URL is directly evidenced and Kevin Fu already appears on multiple podcasts, so willingness to talk publicly is proven."
68,B,70,Tactic,gettactic.com,https://gettactic.com,https://www.linkedin.com/company/gettactic,Austin Hale,Austin,Hale,Co-Founder & COO,unverified,"Lehi, UT","Lehi, UT, United States",US-based (High confidence),not established by search; dataset 11-50,11-50 (unverified),1M-5M (vendor estimate),$30.0M across 4 rounds,active,Confirmed B2B SaaS,"High confidence: Confirmed B2B SaaS. Hybrid workplace management platform: desk and room reservation, visitor management, workplace requests, space-utilisation analytics and an AI assistant (Tessa), integrated with Outlook, Slack and HRIS systems.","Confirmed: $30M raised from an unusually strong investor list (Founders Fund, Lux Capital, Elad Gil, Dylan Field, Ramp) with an operating enterprise workplace platform",unverified,Unknown,unverified,Operating view of scaling a workplace platform through the most volatile period office work has had in decades.,AI assistant 'Tessa' added to the platform (2026),Austin ran operations through a pivot from office-safety tooling to hybrid workplace management - a company that had to change shape as fast as the thing it sold to. That operational story is separate from the CEO's data-driven RTO argument.,"TAM: Confirmed; Workflow automation / enterprise collaboration (hybrid workplace) sold to Enterprises and distributed teams managing hybrid offices. Size: 11-50 (unverified) (confidence Low). HQ: Lehi, UT, United States (High). Ability to pay: Confirmed. Buyer: Co-Founder & COO, Co-founder, operational.","penalties applied: employee count unverified (-10); employee count not independently verified; founder LinkedIn URL not captured; LinkedIn posting activity could not be inspected from the research environment, so content-gap fields are inference not observation",research confidence Medium; LinkedIn activity unverified; founder profile URL unverified,2026-09-14,https://utahbusiness.com/tactic-raises-money-for-hybrid-office-solutions,https://www.crunchbase.com/organization/tactic-24fb | https://www.gettactic.com/,"Founded 2020 in Lehi, Utah by three friends - Reid Hiatt (CEO), Christopher Barcus (CFO), Austin Hale (COO) - all still in post. The investor list is exceptional for a company this size and is itself a strong ability-to-pay signal. Headcount not established publicly."
69,B,70,Thena,thena.ai,https://thena.ai,https://www.linkedin.com/company/thena-platform,Govind Kavaturi,Govind,Kavaturi,Co-Founder,unverified,United States,"Palo Alto, CA, United States",US-based (High confidence),21-40,11-50,1M-5M (vendor estimate),$7.8M over 3 rounds from 5 investors incl. Lightspeed India and First Round Capital,active,Confirmed B2B SaaS,"High confidence: Confirmed B2B SaaS. AI customer support and engagement layer for B2B teams operating in Slack, Teams, email and chat, connecting those channels to Zendesk and Salesforce.","Confirmed: $7.8M raised from tier-one investors (First Round Capital, Lightspeed) with an operating B2B product and enterprise integrations",unverified,Maintains a personal project site,unverified,"Already documents his work publicly on a personal site, which indicates appetite for building in public but no distribution.",AI repositioning of the support product (2026),"Govind already writes up his work on a personal site - the appetite is there, the distribution is not. That is the cheapest gap to close of the three.","TAM: Confirmed; Customer-success software / enterprise collaboration sold to B2B companies servicing customers in shared Slack and Teams channels. Size: 11-50 (confidence Medium). HQ: Palo Alto, CA, United States (High). Ability to pay: Confirmed. Buyer: Co-Founder, Co-founder.","founder LinkedIn URL not captured; LinkedIn posting activity could not be inspected from the research environment, so content-gap fields are inference not observation",research confidence Medium; LinkedIn activity unverified; founder profile URL unverified,2026-09-14,https://councils.forbes.com/profile/Ankit-Saxena-Founder-CEO-Thena/9c835ea7-dcf7-4624-a215-504f02843bfc,https://www.thena.ai/author/ankit-saxena | https://tracxn.com/d/companies/thena/__hV_LmKvPmjFAui5uAqzgDuMcqfC5SLL-ctDSyN2vVSA | https://www.thena.ai/about-us,"Four co-founders: Ankit Saxena (CEO), Mike Molinet, Govind Kavaturi, Unmukt Raizada. HQ Palo Alto with team in Mountain View, NYC and Bangalore - US HQ is well evidenced. Notably the CEO already has an author page on the company site and a Forbes Technology Council profile, so willingness to publish is proven; the gap is that it is company-hosted rather than a personal position."
70,B,70,Videate,videate.io,https://videate.io,https://www.linkedin.com/company/videate,Dave Gullo,Dave,Gullo,Co-Founder,unverified,"Austin, TX","Austin, TX, United States",US-based (High confidence),dataset 11-50; not contradicted,11-50,1M-5M (vendor estimate),"Venture-backed by S3 Ventures, Tensility Venture Partners, Firebrand Ventures, Wavemaker Group, AI Sprouts VC",active,Confirmed B2B SaaS,"High confidence: Confirmed B2B SaaS. Turns documentation and scripts into software videos using AI, robotic process automation and text-to-speech, with videos auto-updated each release and localised into multiple languages.",Probable: Multiple institutional investors including S3 Ventures; enterprise SaaS customers using video automation at scale,"Mass-scale browser automation, high-volume low-latency distributed systems; previously co-founder and CTO of VideoAmp",Unknown,unverified,"A second-time technical co-founder who built VideoAmp's engineering before inventing Videate's automation core - deep credibility on browser automation at scale, a topic with a real engineering audience and almost no senior voices.",Generative AI video editor launch and reported growth momentum (2024),Dave built VideoAmp's engineering and then invented the automation that makes Videate work. Mass-scale browser automation has a real engineering audience and almost no senior practitioners writing about it - that gap is his.,"TAM: Confirmed; Artificial intelligence / productivity software (video automation) sold to SaaS companies producing product and customer-success video at scale. Size: 11-50 (confidence Low). HQ: Austin, TX, United States (High). Ability to pay: Probable. Buyer: Co-Founder, Co-founder, operational; inventor of the core technology.","penalties applied: employee count low confidence (-10); CEO is not a founder (-5); employee count not independently verified; founder LinkedIn URL not captured; LinkedIn posting activity could not be inspected from the research environment, so content-gap fields are inference not observation",research confidence Medium; LinkedIn activity unverified; founder profile URL unverified,2026-09-14,https://www.videate.io/about,https://blog.videate.io/how-video-transforms-customer-success-in-saas-ryan-arnett-videate-ceo | https://www.s3vc.com/videate | https://www.prnewswire.com/news-releases/videate-surges-ahead-with-strong-momentum-accelerating-growth-and-innovation-in-generative-ai-302153068.html,"Founded 2019 in Austin. Co-founder CEO Mark Hellinger retired and now chairs the board; Ryan Arnett was appointed CEO. Co-founder Dave Gullo, inventor of the technology and previously co-founder/CTO of VideoAmp, remains. Both Arnett and Gullo are credible buyers - Arnett already publishes bylined pieces on the company blog."
71,B,70,Xevant,xevant.com,https://xevant.com,https://www.linkedin.com/company/xevant,Alan Kellogg,Alan,Kellogg,Co-Founder,unverified,Utah,"Lehi, UT, United States",US-based (High confidence),34 (Jun 2026),11-50,1M-5M (vendor estimate),$17.2M across 3 rounds from 5 investors,active,Confirmed B2B SaaS,"High confidence: Confirmed B2B SaaS. Real-time PBM data analytics platform - ScripLogic, ClinicalLogic, BidLogic and FinanceLogic - covering contract variance, plan review and trend management.",Confirmed: $17.2M raised with a Series A in Feb 2024; enterprise PBM and health-plan buyers on high-value analytics contracts,unverified,Unknown,unverified,Co-founder perspective on building healthcare data infrastructure in Utah rather than a coastal hub.,Series A funding round and a major platform enhancement launch (2024-02-08),Alan's angle is the build story - what it takes to get PBMs to trust a third-party analytics layer with their claims data - which is distinct from Brandon's policy-facing voice.,"TAM: Confirmed; Healthcare software / analytics (PBM data analytics) sold to Pharmacy benefit managers, health plans, employers and pharmacy benefit organisations. Size: 11-50 (confidence High). HQ: Lehi, UT, United States (High). Ability to pay: Confirmed. Buyer: Co-Founder, Co-founder.","founder's current operational role not confirmed; founder LinkedIn URL not captured; LinkedIn posting activity could not be inspected from the research environment, so content-gap fields are inference not observation",research confidence Medium; LinkedIn activity unverified; founder profile URL unverified,2026-09-14,https://www.xevant.com/leadership/,https://tracxn.com/d/companies/xevant/__UvEjJn6EgmdQgQ6U2R6rz0gds-lfOQv7-8WbVHJw5tA | https://www.xevant.com/news/xevant-unveils-newly-enhanced-platform-with-dynamic-solutions-for-the-healthcare-market/,"Current role not confirmed - verify before outreach. || 34 employees squarely in band, founder-CEO operational, recent institutional funding. Pharmacy benefit cost and PBM transparency are live regulatory and political topics, which makes the founder-brand timing unusually good."
72,C,68,Dropstat,dropstat.com,https://dropstat.com,https://www.linkedin.com/company/dropstat,Tara Vafaeenia,Tara,Vafaeenia,Co-Founder,unverified,"Beverly Hills, CA","Beverly Hills, CA, United States",US-based (High confidence),38 (up 6% year on year),11-50,1M-5M (vendor estimate); described as a multi-million dollar health-tech company,$6.84M across 4 rounds,active,Confirmed B2B SaaS,"High confidence: Confirmed B2B SaaS. Staffing supply chain management platform that works alongside scheduling and payroll systems, using algorithms to fill chronic and urgent shift gaps with the safest, most cost-efficient staff available.","Confirmed: $6.84M raised, 38 employees growing, healthcare facility customers on recurring staffing-platform contracts",unverified,Unknown,unverified,Co-founder perspective on building healthcare workforce software; complements rather than duplicates the clinical founder story.,Seed round close and continued headcount growth (2023-05),"Tara's distinct angle is the build-and-scale side of a healthcare workforce platform, which keeps her voice separate from Sara's clinical authority.","TAM: Confirmed; Healthcare software / HR technology (staffing supply chain) sold to Hospitals, nursing homes and healthcare facilities managing nurse staffing. Size: 11-50 (confidence High). HQ: Beverly Hills, CA, United States (High). Ability to pay: Confirmed. Buyer: Co-Founder, Co-founder.","founder's current operational role not confirmed; founder LinkedIn URL not captured; LinkedIn posting activity could not be inspected from the research environment, so content-gap fields are inference not observation",research confidence Medium; LinkedIn activity unverified; founder profile URL unverified,2026-09-14,https://dropstat.com/blog/company-news/nurse-staffing-interview/,https://www.cacheflowpodcast.com/episodes/nurse-builds-healthcare-saas-and-saves-more-lives/ | https://labusinessjournal.com/economy/jobs/dropstat-closes-seed-round/ | https://profiles.crustdata.com/company/dropstat | https://tracxn.com/d/companies/dropstat/__XbbWIjQD-Sa507hLwIC--Fkm56IOqi1GyONpTmsgHLk,"Current operational role not confirmed. || One of the strongest founder-brand profiles found so far. Sara Well is a former critical care nurse with 12 years of clinical experience who founded the company to fix the staffing problem she lived, and she is already doing podcast and interview appearances. 38 employees, squarely in band, Beverly Hills HQ, institutional backing."
73,C,68,Pointivo,pointivo.com,https://pointivo.com,https://www.linkedin.com/company/pointivo,Habib Fathi,Habib,Fathi,Co-Founder & Chief Science Officer / CTO,unverified,"Atlanta, GA","Atlanta, GA, United States",US-based (High confidence),~24-35 (2019 reporting - likely stale),11-50,1M-5M (vendor estimate),$8.38M over 7 rounds from 10 investors,active,Confirmed B2B SaaS,High confidence: Confirmed B2B SaaS. 3D Intelligence Platform using AI and computer vision to automate inspection and assessment of physical assets from drone and aerial imagery.,"Probable: $8.38M raised with institutional backing; enterprise buyers in insurance, telecom, solar and energy on inspection contracts",PhD Civil and Environmental Engineering; computer vision and 3D reconstruction research,Unknown,unverified,Academic-founder voice on what computer vision can and cannot yet do for physical asset assessment - technically credible in a category full of overclaiming.,Series A led by BIP Capital,"Habib's PhD research became the product. In a drone-AI category full of overclaiming, a founder who can precisely state the limits of computer vision has the most credible voice available.","TAM: Confirmed; Artificial intelligence / computer vision analytics sold to Insurance, roofing, solar, telecom and energy companies inspecting physical assets. Size: 11-50 (confidence Low). HQ: Atlanta, GA, United States (High). Ability to pay: Probable. Buyer: Co-Founder & Chief Science Officer / CTO, Co-founder, operational.","penalties applied: employee count stale/low confidence (-10); employee count not independently verified; founder LinkedIn URL not captured; LinkedIn posting activity could not be inspected from the research environment, so content-gap fields are inference not observation",research confidence Medium; LinkedIn activity unverified; founder profile URL unverified,2026-09-14,https://hypepotamus.com/news/pointivo-raises-series-a/,https://www.techcompanynews.com/pointivo-is-powering-deeper-understanding-of-physical-assets-through-ai-computer-vision/ | https://www.bipventures.vc/portfolio/pointivo,"Founded 2014 in Atlanta to commercialise computer-vision research from Dr Habib Fathi's PhD; serial entrepreneur Dan Ciprari joined as CEO to build the business around it. Headcount evidence dates to 2019 (two dozen, expected to reach ~35), so the current figure is unverified - recorded as low confidence. Funding date not established, so timing is scored conservatively."
74,C,68,UrbanBound,urbanbound.com,https://urbanbound.com,https://www.linkedin.com/company/urbanbound,Jeff Ellman,Jeff,Ellman,Co-Founder,unverified,"Chicago, IL","Chicago, IL, United States",US-based (High confidence),44,11-50,"$10.5M (2024, GetLatka)",$17.5M over 6 rounds from 5 investors incl. StarVest Partners,active,Confirmed B2B SaaS,"High confidence: Confirmed B2B SaaS. Relocation management software for employee moves, plus candidate-experience tooling for recruiting.","Confirmed: $10.5M revenue on a 44-person team, $17.5M raised, established since 2011 with corporate HR buyers",unverified,Unknown,unverified,Co-founded both UrbanBound and Hireology with Krasman - the repeat co-founder partnership is itself an unusual and underexplored story.,Launched new candidate-experience product,Jeff and Michael have now co-founded multiple companies together. Long-running co-founder partnerships are rare and almost never written about honestly; that is his distinct angle rather than a second version of Michael's.,"TAM: Confirmed; HR technology (relocation management) sold to Corporate HR, talent acquisition and mobility teams at mid-market and enterprise employers. Size: 11-50 (confidence High). HQ: Chicago, IL, United States (High). Ability to pay: Confirmed. Buyer: Co-Founder, Co-founder.","penalties applied: probable internal content support (-5 partial); founder's current operational role not confirmed; founder LinkedIn URL not captured; LinkedIn posting activity could not be inspected from the research environment, so content-gap fields are inference not observation",research confidence Medium; LinkedIn activity unverified; founder profile URL unverified,2026-09-14,https://www.urbanbound.com/blog/behind-the-scenes-at-urbanbound,https://getlatka.com/companies/urbanbound | https://starvestpartners.com/urbanbound/ | https://www.urbanbound.com/about-urbanbound,"Current operational involvement not confirmed - verify before outreach. || 44 employees confirmed by third-party data, squarely in band. Revenue near $10.5M puts it in the most attractive affordability bracket. Co-founder Michael Krasman is a serial entrepreneur with 25+ years building companies, which is unusually rich founder-brand raw material."
